Timestamp,EC_dS_m,WaterTemp_C,AirTemp_Lower_C,AirHum_Lower_pct,AirTemp_Upper_C,AirHum_Upper_pct,Volume_L,AirTemp_C,AirHum_pct,EC_dS_m_delta,EC_dS_m_delta_pct,WaterTemp_C_delta,WaterTemp_C_delta_pct,AirTemp_C_delta,AirTemp_C_delta_pct,AirHum_pct_delta,AirHum_pct_delta_pct,Volume_L_delta,Volume_L_delta_pct
2024-02-21 17:00:00,1.71817804283906,21.57744792784008,23.128527547537786,48.9858361774744,23.80362262311068,47.80108239882984,75.60999149671474,23.466075085324235,48.393459288152116,,,,,,,,,,
2024-02-21 18:00:00,2.0807627107055167,21.434091836734694,22.61768707482993,48.98452380952381,23.43231292517007,47.49149659863946,74.27527443190701,23.025,48.23801020408163,0.3625846678664566,21.102857726393353,-0.14335609110538527,-0.6643792703604268,-0.4410750853242362,-1.8796287138793222,-0.15544908407048297,-0.3212192026713412,-1.3347170648077338,-1.7652654608031892
2024-02-21 19:00:00,2.1654142218349706,21.187233120893403,21.619564788372685,51.246473265073945,23.655829908755308,47.0802465696176,78.13715220832648,22.637697348563997,49.16335991734577,0.0846515111294539,4.068292395568318,-0.2468587158412916,-1.151710637994996,-0.38730265143600207,-1.6820962060195566,0.92534971326414,1.9182999243734233,3.861877776419476,5.199412329280473
2024-02-21 20:00:00,2.0795402214297063,-0.9510713265306148,21.41021768707483,51.13127210884354,24.152700680272105,45.505687074829936,73.67864896663582,22.78145918367347,48.318479591836734,-0.08587400040526427,-3.9657077864989176,-22.13830444742402,-104.48888876194377,0.1437618351094727,0.6350550274433875,-0.8448803255090382,-1.7185162424404377,-4.458503241690664,-5.705996591485141
2024-02-21 21:00:00,2.1183703064872725,20.999112935617937,21.53302628218523,50.362567040468065,24.843289568387085,43.64249495019851,70.44360895804061,23.188157925286156,47.00253099533329,0.038830085057566244,1.86724376174221,21.950184262148554,-2307.9430164528235,0.4066987416126864,1.7852181387228772,-1.3159485965034463,-2.723489248046973,-3.235040008595206,-4.39074284608576
2024-02-21 22:00:00,2.0886974382459433,20.910338615309605,21.837283206798077,49.236256994265275,25.056314573611015,42.52575050498015,83.55931760871186,23.446798890204548,45.881003749622714,-0.029672868241329198,-1.4007403781321592,-0.08877432030833177,-0.42275271617667753,0.25864096491839206,1.115401084259271,-1.121527245710574,-2.386099688593213,13.115708650671252,18.61873467965498
2024-02-21 23:00:00,2.1042265093998935,20.667823088621113,21.789975273385807,48.50995855680156,25.003960901766852,41.903829723015484,78.07269661915598,23.39696808757633,45.20689413990852,0.015529071153950191,0.7434811222343018,-0.24251552668849286,-1.159787658870981,-0.04983080262821815,-0.2125271038556864,-0.6741096097141934,-1.4692564560986443,-5.486620989555888,-6.5661390573441665
2024-02-22 00:00:00,2.14149875056809,20.41346869703513,18.257559610875063,56.33953414130157,20.191275452160383,51.92680631979754,83.46676650444056,19.224417531517723,54.13317023054955,0.037272241168196274,1.7713036596438414,-0.2543543915859843,-1.2306781923540955,-4.1725505560586065,-17.833723328768436,8.926276090641032,19.74538676117752,5.39406988528458,6.909034936499281
2024-02-22 01:00:00,2.1580651075399393,19.908390036219267,17.50158575375543,58.20534640477352,18.9612703443152,55.11835515776276,77.70080263673307,18.231428049035316,56.66185078126814,0.016566356971849494,0.7735870482042051,-0.5050786608158617,-2.474242218762257,-0.9929894824824075,-5.165251331305298,2.5286805507185903,4.671221988198937,-5.765963867707484,-6.9080954123228455
2024-02-22 02:00:00,2.148300393930101,19.259359812867125,17.249980845580552,57.86409068746952,18.753559239395415,54.49448004457756,83.52821855608786,18.001770042487983,56.179285366023535,-0.009764713609838438,-0.4524753945431059,-0.6490302233521419,-3.260083925276547,-0.22965800654733215,-1.2596819400523263,-0.4825654152446077,-0.8516584061248778,5.827415919354792,7.499814315431386
