prev_AirTemp_C_delta_abs_mean,prev_AirHum_pct_daily_net_change,prev_Volume_L_daily_net_change,prev_EC_dS_m_mean,prev_AirHum_pct_min,prev_AirTemp_C_min,prev_WaterTemp_C_min,prev_Volume_L_mean,predicted_growth_g
0.677232179134453,-4.895538471361242,-2.967859494908197,2.2413643268397108,34.37319164867312,18.97684776299598,18.60055178542407,45.75210475861433,6.375687504943551
0.677232179134453,-4.895538471361242,-2.967859494908197,2.2413643268397108,34.37319164867312,18.97684776299598,18.094510036045136,45.75210475861433,6.316664352326934
0.677232179134453,-4.895538471361242,-2.967859494908197,2.2413643268397108,34.37319164867312,18.49846739975854,18.60055178542407,45.75210475861433,6.298387712756853
0.677232179134453,-4.895538471361242,-2.967859494908197,2.2413643268397108,34.37319164867312,18.97684776299598,17.588468286666203,45.75210475861433,6.257641199710316
0.677232179134453,-4.895538471361242,-2.967859494908197,2.2413643268397108,34.37319164867312,18.49846739975854,18.094510036045136,45.75210475861433,6.239364560140236
0.677232179134453,-4.895538471361242,-2.967859494908197,2.2413643268397108,34.37319164867312,18.020087036521094,18.60055178542407,45.75210475861433,6.221087920570154
0.677232179134453,-4.895538471361242,-2.967859494908197,2.2413643268397108,34.37319164867312,18.97684776299598,17.08242653728727,45.75210475861433,6.198618047093699
0.677232179134453,-4.895538471361242,-2.967859494908197,2.2413643268397108,34.37319164867312,18.49846739975854,17.588468286666203,45.75210475861433,6.180341407523618
0.677232179134453,-4.895538471361242,-2.967859494908197,2.2413643268397108,37.56732586891412,18.97684776299598,18.60055178542407,45.75210475861433,6.162696483926172
0.677232179134453,-4.895538471361242,-2.967859494908197,2.2413643268397108,34.37319164867312,18.020087036521094,18.094510036045136,45.75210475861433,6.162064767953536
0.677232179134453,-4.895538471361242,-2.967859494908197,2.2413643268397108,34.37319164867312,17.54170667328365,18.60055178542407,45.75210475861433,6.143788128383454
0.677232179134453,-4.895538471361242,-2.967859494908197,2.2413643268397108,34.37319164867312,18.97684776299598,16.576384787908335,45.75210475861433,6.1395948944770815
0.677232179134453,-4.895538471361242,-2.967859494908197,2.2413643268397108,34.37319164867312,18.49846739975854,17.08242653728727,45.75210475861433,6.121318254907
0.677232179134453,-4.895538471361242,-2.967859494908197,2.2413643268397108,37.56732586891412,18.97684776299598,18.094510036045136,45.75210475861433,6.1036733313095555
0.677232179134453,-4.895538471361242,-2.967859494908197,2.2413643268397108,34.37319164867312,18.020087036521094,17.588468286666203,45.75210475861433,6.1030416153369185
0.677232179134453,-4.895538471361242,-2.967859494908197,2.2413643268397108,37.56732586891412,18.49846739975854,18.60055178542407,45.75210475861433,6.085396691739474
0.677232179134453,-4.895538471361242,-2.967859494908197,2.2413643268397108,34.37319164867312,17.54170667328365,18.094510036045136,45.75210475861433,6.084764975766837
0.677232179134453,-4.895538471361242,-2.967859494908197,2.2413643268397108,34.37319164867312,17.063326310046207,18.60055178542407,45.75210475861433,6.066488336196755
0.677232179134453,-4.895538471361242,-2.967859494908197,2.2413643268397108,34.37319164867312,18.49846739975854,16.576384787908335,45.75210475861433,6.062295102290383
0.677232179134453,-4.895538471361242,-2.967859494908197,2.2413643268397108,37.56732586891412,18.97684776299598,17.588468286666203,45.75210475861433,6.044650178692938
